Name,observation_value,Trait,Year
PI506660,20.4,oil,2020
PI506661,20.5,oil,2020
PI506671,18.9,oil,2020
PI506685,16.6,oil,2020
PI506699,17.6,oil,2020
PI506701,20.1,oil,2020
PI506702,19,oil,2020
PI506709,17.75,oil,2020
PI506711B,19.2,oil,2020
PI506735A,20.4,oil,2020
PI506738,21.2,oil,2020
PI506740,17.4,oil,2020
PI506779,18.3,oil,2020
PI506792,20.9,oil,2020
PI506819,18.3,oil,2020
PI506822,19.1,oil,2020
PI506836,17.2,oil,2020
PI506840B,17.5,oil,2020
PI506848,19.55,oil,2020
PI506854,21,oil,2020
PI506872,19,oil,2020
PI506876,19.4,oil,2020
PI506903,18.25,oil,2020
PI506906,17.2,oil,2020
PI506908,19.3,oil,2020
PI506940,19.8,oil,2020
PI506945,20,oil,2020
PI506951,20.5,oil,2020
PI506975,20.7,oil,2020
PI506986,20.6,oil,2020
PI506991,19.45,oil,2020
PI506998,18.7,oil,2020
PI507001,21.35,oil,2020
PI507008,18.75,oil,2020
PI507012,17.85,oil,2020
PI507018,17.4,oil,2020
PI507032,20.5,oil,2020
PI507035,17.2,oil,2020
PI507037,19.9,oil,2020
PI507038,19.3,oil,2020
PI507047,17.8,oil,2020
PI507055,18.4,oil,2020
PI507062B,19.55,oil,2020
PI507065,17.3,oil,2020
PI507068,19.3,oil,2021
PI507073,17.6,oil,2021
PI507082C,19.3,oil,2021
PI507093,19.55,oil,2021
PI507102,17.5,oil,2021
PI507104,19,oil,2021
PI507109,19.3,oil,2021
PI507115,16.8,oil,2021
PI507118,18.5,oil,2021
PI507120,19.8,oil,2021
PI507122,19.5,oil,2021
PI507163,17.75,oil,2021
PI507167B,17.6,oil,2021
PI507179,18.9,oil,2021
PI507195,14.4,oil,2021
PI507203,22.65,oil,2021
PI507217,18.8,oil,2021
PI507223,18.75,oil,2021
PI507224,19.3,oil,2021
PI507242,18.4,oil,2021
PI507246,21,oil,2021
PI507249,20.05,oil,2021
PI507266,19.2,oil,2021
PI507279,21.2,oil,2021
PI507298,16.7,oil,2021
PI507312,15.1,oil,2021
PI507320A,16.7,oil,2021
PI507346,19.8,oil,2021
PI507362,19.5,oil,2021
PI507364,18.45,oil,2021
PI507369,18.8,oil,2021
PI507374,20.3,oil,2021
PI507379,19.1,oil,2021
PI507384,18.1,oil,2021
PI507388,19.6,oil,2021
PI507398,17.9,oil,2021
PI507402,21.05,oil,2021
PI507419,19.6,oil,2021
PI507422,19.8,oil,2021
PI507433,20.75,oil,2021
PI507446,19.4,oil,2021
PI507447,20.05,oil,2021
PI507479,18.7,oil,2021
PI507481,18.9,oil,2021
PI507492,17.6,oil,2021
PI507497,19.9,oil,2021
PI507505,17.5,oil,2021
PI507507,18.6,oil,2021
PI507508,16.9,oil,2021
PI507520,17.6,oil,2021
PI507525A,20,oil,2021
PI507528,17.3,oil,2021
PI507534,18.6,oil,2021
PI507565,15.8,oil,2021
PI507566,20.5,oil,2021
PI507579,16.7,oil,2021
PI507604,8.4,oil,2021
PI507620,10.4,oil,2021
PI507630,10.6,oil,2021
PI507631,10.9,oil,2021
PI507642,10,oil,2021
PI507646,10.5,oil,2021
PI507664,8.9,oil,2021
PI507673,20.3,oil,2021
PI507675,19,oil,2021
PI507678,19.65,oil,2021
PI507695,20.75,oil,2021
PI507696B,18.75,oil,2021
PI507704A,18,oil,2021
PI507714,20.1,oil,2021
PI507722,11.5,oil,2021
PI507744,10.3,oil,2021
PI507760,12.1,oil,2021
PI507762,10.5,oil,2021
PI507778,10.6,oil,2021
PI507789,11.3,oil,2021
PI507795,9.4,oil,2021
PI507813,13.8,oil,2021
PI507817,13.2,oil,2021
PI507821,12.5,oil,2021
PI507823,12.7,oil,2021
PI507834,15,oil,2021
PI508063,10.8,oil,2021
PI508296A,16.9,oil,2021
PI509077,15.7,oil,2021
PI509085,15.4,oil,2021
PI509086,19.4,oil,2021
PI509103,19.1,oil,2021
PI509109,19.9,oil,2021
PI511868,20.9,oil,2021
PI514672,19.6,oil,2021
PI518284,19.3,oil,2021
PI518291C,20.8,oil,2021
PI518297,16.7,oil,2021
PI518670,18.9,oil,2021
PI518671,20.26666667,oil,2021
PI518703,20.2,oil,2021
PI518716,20.4,oil,2021
PI518719,18.6,oil,2021
PI518720,18.15,oil,2021
PI522179,12.2,oil,2021
PI522190,19.65,oil,2021
PI522191,16.8,oil,2021
PI522196A,10,oil,2021
PI522199,11.7,oil,2021
PI522202,11.1,oil,2021
PI522205B,10.9,oil,2021
PI522209A,11.7,oil,2021
PI522219B,10.7,oil,2021
PI522230A,9.7,oil,2021
PI522231A,11,oil,2021
PI522235A,11.5,oil,2021
PI522235C,11.2,oil,2021
PI531519,24,oil,2021
PI532438,17.6,oil,2021
PI532441B,19.6,oil,2021
PI532451,11.2,oil,2021
PI532453A,11,oil,2021
PI532453B,10.7,oil,2021
PI532455A,17.2,oil,2021
PI532459,17.4,oil,2021
PI532463A,21.5,oil,2021
PI532463B,18.7,oil,2021
PI534648,18.6,oil,2021
PI536009,19.3,oil,2021
PI538376,17.9,oil,2021
PI538402A,19.5,oil,2021
PI538403,18.2,oil,2021
PI538410A,19.5,oil,2021
PI538410B,19.5,oil,2021
PI540551,22.1,oil,2021
PI540554,21.6,oil,2021
PI540740,20.5,oil,2021
PI544354,20.26666667,oil,2021
PI546038,21.8,oil,2021
PI54608-1,20.3,oil,2021
PI54610-4,19.5,oil,2021
PI54618,19.9,oil,2021
PI54619,20.75,oil,2021
PI547427,19.3,oil,2021
PI547436,18.7,oil,2021
PI547484,21.8,oil,2021
PI547498,22,oil,2021
PI547588,23.7,oil,2021
PI547637,19.3,oil,2021
PI547722,21.4,oil,2021
PI547803,22.1,oil,2021
PI547815,19.2,oil,2021
PI547829,22.4,oil,2021
PI547833,22.2,oil,2021
PI547850,22,oil,2021
PI547869,22.5,oil,2021
PI547871,22.5,oil,2021
PI547874,19.7,oil,2021
PI547881,20.2,oil,2021
PI548160,20.4,oil,2021
PI548302,19.7,oil,2021
PI548323,19.6,oil,2021
PI548331,17.2,oil,2021
PI548334,18.1,oil,2021
PI548336,20.8,oil,2021
PI548345,22.2,oil,2021
PI548349,18.1,oil,2021
PI548350,19.8,oil,2021
PI548351,18.5,oil,2021
PI548376,21.9,oil,2021
PI548383,20.7,oil,2021
PI548384,20.2,oil,2021
PI548390,19.3,oil,2021
PI548396,21.8,oil,2021
PI548397,18.1,oil,2021
PI548398,18.4,oil,2021
PI548408,18.9,oil,2021
PI548414,15.9,oil,2021
PI548420,16.4,oil,2021
PI548425,19.35,oil,2021
PI548435,17.1,oil,2021
PI548437,18.05,oil,2021
PI548442,15.8,oil,2021
PI548446,17.5,oil,2021
PI548447,14.9,oil,2021
PI548458,18.5,oil,2021
PI548473,15.9,oil,2021
PI548479,14.6,oil,2021
PI548480,14.8,oil,2021
PI548488,18.95,oil,2021
PI548494,19.1,oil,2021
PI548496,19,oil,2021
PI548499,20.4,oil,2021
PI548500,20.75,oil,2021
PI548502,22.3,oil,2021
PI548515,20.5,oil,2021
PI548526,21.35,oil,2021
PI548533,21.2,oil,2021
PI548535,20.5,oil,2021
PI548536,19.875,oil,2021
PI548544,20.7,oil,2021
PI548558,20.3,oil,2021
PI548563,19.46666667,oil,2021
PI548575,21.45,oil,2021
PI548591,21.8,oil,2021
PI548600,19.9,oil,2021
PI548601,20.9,oil,2021
PI548604,18.6,oil,2021
PI548608,19.9,oil,2021
PI548614,21.1,oil,2021
PI548616,22.1,oil,2021
PI548631,19.8,oil,2021
PI548635,20.6,oil,2021
PI548649,16.9,oil,2021
PI548654,21.7,oil,2021
PI548665,19.2,oil,2021
PI548666,19.3,oil,2021
PI548984,17.6,oil,2021
PI549019,10.45,oil,2021
PI549032,10.4,oil,2021
PI549035A,10.7,oil,2021
PI549045A,8.2,oil,2021
PI549066,20.35,oil,2021
PI553038,20.15,oil,2021
PI553048,19.05,oil,2021
PI553049,20.65,oil,2021
PI555453,18.93333333,oil,2021
PI561278A,19.3,oil,2021
PI561293,15.75,oil,2021
PI561302A,19.5,oil,2021
PI561314A,20,oil,2021
PI561329,18.25,oil,2021
PI561348,19.75,oil,2021
PI561349,21.6,oil,2021
PI561353,20.53333333,oil,2021
PI561358A,17.8,oil,2021
PI561362,23.25,oil,2021
PI561374,17.35,oil,2021
PI561379A,18,oil,2021
PI561394,21.7,oil,2021
PI562549,10.9,oil,2021
PI562555,12.2,oil,2021
PI562557,11.1,oil,2021
PI564849,20.33333333,oil,2021
PI564999,19.55,oil,2021
PI566961,12.4,oil,2021
PI566971A,13.7,oil,2021
PI566974,16.5,oil,2021
PI566979C,16.9,oil,2021
PI566984,16.1,oil,2021
PI566985B,13.1,oil,2021
PI566995A,14.4,oil,2021
PI567018,17.4,oil,2021
PI567042,16.5,oil,2021
PI567055,14.6,oil,2021
PI567059,17.9,oil,2021
PI567070B,14.4,oil,2021
PI567083A,16.65,oil,2021
PI567098A,12.5,oil,2021
PI567106A,17.3,oil,2021
PI567115C,18.1,oil,2021
PI567123B,18.7,oil,2021
PI567130B,17.1,oil,2021
PI567133A,12.6,oil,2021
PI567134,12.9,oil,2021
PI567136B,17.6,oil,2021
PI567144B,17,oil,2021
PI567145A,13,oil,2021
PI567152,16.86666667,oil,2021
PI567156B,20.25,oil,2021
PI567162,19.4,oil,2021
PI567174C,20.1,oil,2021
PI567176,17.3,oil,2021
PI567181B,15.8,oil,2021
PI567182,16.4,oil,2021
PI567188,19.25,oil,2021
PI567201D,19,oil,2021
PI567212B,20.45,oil,2021
PI567217C,22.7,oil,2021
PI567230,11.9,oil,2021
PI567232A,14.3,oil,2021
PI567233,14.7,oil,2021
PI567234A,15.1,oil,2021
PI567235A,15.1,oil,2021
PI567261B,17.3,oil,2021
PI567264B,17.9,oil,2021
PI567264D,18.3,oil,2021
PI567269D,14.5,oil,2021
PI567275,19.2,oil,2021
PI567276,20.4,oil,2021
PI567278,21.95,oil,2021
PI567279A,16.9,oil,2021
PI567279B,16.9,oil,2021
PI567283,20.1,oil,2021
PI567288A,21.5,oil,2021
PI567328,17,oil,2021
PI567333A,16.4,oil,2021
PI567336A,12.3,oil,2021
PI567346,13.4,oil,2021
PI567351A,17.9,oil,2021
PI567351B,18.1,oil,2021
PI567352B,16.8,oil,2021
PI567360,17.1,oil,2021
PI567363B,19.2,oil,2021
PI567364,19.4,oil,2021
PI567370A,17.9,oil,2021
PI567372A,14.7,oil,2021
PI567373B,17.5,oil,2021
PI567375B,17,oil,2021
PI567382C,17.1,oil,2021
PI567391,18.2,oil,2021
PI567392,17.2,oil,2021
PI567396B,15.7,oil,2021
PI567410B,16.7,oil,2021
PI567414,20.3,oil,2021
PI567418A,19.6,oil,2021
PI567425B,15.4,oil,2021
PI567427,16.4,oil,2021
PI567435A,20.4,oil,2021
PI567449,19.15,oil,2021
PI567474,17.8,oil,2021
PI567476,20.7,oil,2021
PI567491A,15.9,oil,2021
PI567496,18.4,oil,2021
PI567507D,16.6,oil,2021
PI567512B,20.2,oil,2021
PI567533,18.2,oil,2021
PI567536,17.8,oil,2021
PI567544,18.2,oil,2021
PI567572A,18.8,oil,2021
PI567578A,18.4,oil,2021
PI567582A,18,oil,2021
PI567585B,19.5,oil,2021
PI567592,18.8,oil,2021
PI567594B,15.5,oil,2021
PI567597B,17.7,oil,2021
PI567625,17.25,oil,2021
PI567627B,18.5,oil,2021
PI567632B,14.5,oil,2021
PI567642A,13.8,oil,2021
PI567647A,15.9,oil,2021
PI567649,15.3,oil,2021
PI567654,16.9,oil,2021
PI567657,20.75,oil,2021
PI567661A,20.3,oil,2021
PI567675,18.4,oil,2021
PI567700,16.4,oil,2021
PI567701,18.8,oil,2021
PI567709,16,oil,2021
PI567713D,18.2,oil,2021
PI567715,17,oil,2021
PI567718,18.6,oil,2021
PI567720A,18.1,oil,2021
PI567725,18.5,oil,2021
PI567727B,16.6,oil,2021
PI567758,20.4,oil,2021
PI567775B,18.4,oil,2021
PI567787,19.25,oil,2021
PI570668,17.8,oil,2021
PI572241,23.6,oil,2021
PI572242,21.4,oil,2021
PI578308A,14.6,oil,2021
PI578316C,15.1,oil,2021
PI578318E,12.7,oil,2021
PI578320,17.7,oil,2021
PI578324A,15.6,oil,2021
PI578324D,15.95,oil,2021
PI578324E,15.7,oil,2021
PI578329A,19.7,oil,2021
PI578340A,12.5,oil,2021
PI578355,14.7,oil,2021
PI578366,17.55,oil,2021
PI578370,19,oil,2021
PI578379,18.9,oil,2021
PI578389,19.75,oil,2021
PI578402,20.1,oil,2021
PI578405,18.7,oil,2021
PI578406,20.7,oil,2021
PI578419A,17.8,oil,2021
PI578421,20.55,oil,2021
PI578442,18.9,oil,2021
PI578446B,16.2,oil,2021
PI578454,18.85,oil,2021
PI578459,14.7,oil,2021
PI578460,17.2,oil,2021
PI578473A,16.55,oil,2021
PI578477C,17.1,oil,2021
PI578492,18.8,oil,2021
PI578501,18.4,oil,2021
PI583367,17.5,oil,2021
PI584441,17.3,oil,2021
PI584470,20.75,oil,2021
PI586981,20.6,oil,2021
PI587563A,19.7,oil,2021
PI587563C,20.3,oil,2021
PI587565C,18.2,oil,2021
PI587574B,16.8,oil,2021
PI587575A,20,oil,2021
PI587577F,16.9,oil,2021
PI587579C,17.7,oil,2021
PI587583C,21.2,oil,2021
PI587588B,17.8,oil,2021
PI587601B,18.35,oil,2021
PI587603A,18.65,oil,2021
PI587603B,18.8,oil,2021
PI587603C,18.55,oil,2021
PI587606A,20.35,oil,2021
PI587613,17.2,oil,2021
PI587618A,18.35,oil,2021
PI587620A,20.55,oil,2021
PI587624,16.4,oil,2021
PI587627C,17.1,oil,2021
PI587633C,18.25,oil,2021
PI587641A,17.75,oil,2021
PI587645,19.1,oil,2021
PI587647B,17.95,oil,2021
PI587652,19.3,oil,2021
PI587654,17.55,oil,2021
PI587670A,18.45,oil,2021
PI587674B,16.5,oil,2021
PI587677,18.3,oil,2021
PI587687A,16.3,oil,2021
PI587690,18.7,oil,2021
PI587692A,17.35,oil,2021
PI587692B,17.25,oil,2021
PI587712A,18.25,oil,2021
PI587712B,18.85,oil,2021
PI587713,18.6,oil,2021
PI587718,19,oil,2021
PI587719A,17.95,oil,2021
PI587723B,16.9,oil,2021
PI587725C,18.35,oil,2021
PI587730A,21.8,oil,2021
PI587745,17.2,oil,2021
PI587771,17.5,oil,2021
PI587780,17.85,oil,2021
PI587781,17.5,oil,2021
PI587782,16.85,oil,2021
PI587809A,20.3,oil,2021
PI587810,17.35,oil,2021
PI587818,16.4,oil,2021
PI587830B,16.9,oil,2021
PI587841A,16.6,oil,2021
PI587843,18.8,oil,2021
PI587859,16.85,oil,2021
PI587866,18.5,oil,2021
PI587868,18.25,oil,2021
PI587872,18.35,oil,2021
PI587873,15.6,oil,2021
PI587880B,17.1,oil,2021
PI587899,17.9,oil,2021
PI587900A,15.2,oil,2021
PI587930,16.55,oil,2021
PI587973B,17,oil,2021
PI587999D,15.75,oil,2021
PI588008D,19.35,oil,2021
PI588015B,15.1,oil,2021
PI588018,18.95,oil,2021
PI588025,18.95,oil,2021
PI588033A,17.65,oil,2021
PI588037,20,oil,2021
PI590931,18.8,oil,2021
PI592524,20,oil,2021
PI592899,19.85,oil,2021
PI592904,18.65,oil,2021
PI592907D,19.33333333,oil,2021
PI592909,17.85,oil,2021
PI592919,16.6,oil,2021
PI592942,16.5,oil,2021
PI592943,18.85,oil,2021
PI592946,18.5,oil,2021
PI592956B,18.25,oil,2021
PI592960,20.9,oil,2021
PI592978,18.1,oil,2021
PI593985,20.45,oil,2021
PI593989,20.1,oil,2021
PI593990,21.1,oil,2021
PI593993A,17.4,oil,2021
PI593995A,19.1,oil,2021
PI594004A,16.25,oil,2021
PI594016,15.1,oil,2021
PI594019,16.9,oil,2021
PI594152,16.2,oil,2021
PI594178,19.65,oil,2021
PI594212,20.7,oil,2021
PI594233B,15.35,oil,2021
PI594255,17.75,oil,2021
PI594297,16.4,oil,2021
PI594319,18.6,oil,2021
PI594394,18.6,oil,2021
PI594403,18,oil,2021
PI594408,17.1,oil,2021
PI594410,17.5,oil,2021
PI594417,17.95,oil,2021
PI594442B,15.6,oil,2021
PI594447,16,oil,2021
PI594458A,12.7,oil,2021
PI594463A,16.1,oil,2021
PI594470C,16.8,oil,2021
PI594480C,14.05,oil,2021
PI594507,16.7,oil,2021
PI594511B,16.9,oil,2021
PI594547,16.1,oil,2021
PI594553,17.65,oil,2021
PI594555B,18.55,oil,2021
PI594560C,16.2,oil,2021
PI594567A,16.8,oil,2021
PI594568A,19.7,oil,2021
PI594578,16.3,oil,2021
PI594585,16.25,oil,2021
PI594586C,15.5,oil,2021
PI594587,15.2,oil,2021
PI594614A,17.4,oil,2021
PI594618A,18.25,oil,2021
PI594618C,18.65,oil,2021
PI594628,17.9,oil,2021
PI594637,16.9,oil,2021
PI594645,17.1,oil,2021
PI594647A,18.9,oil,2021
PI594660B,17.15,oil,2021
PI594662A,12.4,oil,2021
PI594662B,11.5,oil,2021
PI594682A,17.6,oil,2021
PI594687,16.9,oil,2021
PI594698,18.3,oil,2021
PI594704,15.5,oil,2021
PI594713,14.6,oil,2021
PI594736,15.1,oil,2021
PI594739B,15.4,oil,2021
PI594740C,18.45,oil,2021
PI594752,16.8,oil,2021
PI594755,16.1,oil,2021
PI594778,17.3,oil,2021
PI594784A,17.1,oil,2021
PI594796,18.6,oil,2021
PI594800,15.95,oil,2021
PI594805A,16.4,oil,2021
PI594818,17.6,oil,2021
PI594826A,15,oil,2021
PI594831,18,oil,2021
PI594852C,18.3,oil,2021
PI594855,16.7,oil,2021
PI594863B,19.5,oil,2021
PI594865,16.8,oil,2021
PI594866,15.6,oil,2021
PI594891,19.8,oil,2021
PI594899B,18.9,oil,2021
PI594900A,17.5,oil,2021
PI594900B,17.25,oil,2021
PI595081,17.4,oil,2021
PI596414,19.66666667,oil,2021
PI596526,18.9,oil,2021
PI597399,19.65,oil,2021
PI597403A,19.4,oil,2021
PI597407B,18.3,oil,2021
PI597421,20,oil,2021
PI597434,18,oil,2021
PI597442,20.95,oil,2021
PI597446,20.35,oil,2021
PI597474,18.2,oil,2021
PI597475B,16.3,oil,2021
PI597483,17.5,oil,2021
PI597651,16.8,oil,2021
PI597653,20.9,oil,2021
PI599299,21.83333333,oil,2021
PI599508,18.1,oil,2021
PI602060,21.1,oil,2021
PI602991,15.6,oil,2021
PI603146,10.7,oil,2021
PI603150,18.4,oil,2021
PI603151B,18.9,oil,2021
PI603165A,15.6,oil,2021
PI603176B,11.7,oil,2021
PI603178,18.9,oil,2021
PI603303,18.5,oil,2021
PI603314,19.1,oil,2021
PI603363A,21.8,oil,2021
PI603371,16.4,oil,2021
PI603373,17.6,oil,2021
PI603408,18.4,oil,2021
PI603411,15.9,oil,2021
PI603413,17,oil,2021
PI603416,17.1,oil,2021
PI603424A,18.3,oil,2021
PI603426C,18.5,oil,2021
PI603432A,18.6,oil,2021
PI603442,15,oil,2021
PI603444C,15.4,oil,2021
PI603457B,16.5,oil,2021
PI603457C,15.1,oil,2021
PI603464,16.3,oil,2021
PI603469,17.7,oil,2021
PI603478,16.5,oil,2021
PI603482,18.9,oil,2021
PI603495B,15.3,oil,2021
PI603496B,16.5,oil,2021
PI603498A,14.5,oil,2021
PI603498B,19.9,oil,2021
PI603504,15.5,oil,2021
PI603516,11,oil,2021
PI603538A,19.9,oil,2021
PI603542,14.3,oil,2021
PI603543A,16.3,oil,2021
PI603550,14.8,oil,2021
PI603551A,16.5,oil,2021
PI603554A,16.1,oil,2021
PI603558,15.1,oil,2021
PI603562B,17.9,oil,2021
PI603569B,15.5,oil,2021
PI603570B,17.3,oil,2021
PI603573B,18.1,oil,2021
PI603575,17.1,oil,2021
PI603576B,21.4,oil,2021
PI603581,16.9,oil,2021
PI603584,19.4,oil,2021
PI603596,14.5,oil,2021
PI603611A,14.5,oil,2021
PI603616,17.9,oil,2021
PI603617,13.8,oil,2021
PI603640,18.9,oil,2021
PI603642,18.75,oil,2021
PI603655,15.2,oil,2021
PI603681A,17.6,oil,2021
PI603693A,17.5,oil,2021
PI603698B,19.15,oil,2021
PI603698G,17.2,oil,2021
PI603700,17.6,oil,2021
PI603702B,18.2,oil,2021
PI603703B,17.5,oil,2021
PI603711B,17.6,oil,2021
PI603714,16.6,oil,2021
PI603719C,15.6,oil,2021
PI603731B,17.2,oil,2021
PI603737B,15.8,oil,2021
PI603742A,18,oil,2021
PI603753B,13.6,oil,2021
PI603910A,14.6,oil,2021
PI605767B,15.2,oil,2021
PI605778B,12.9,oil,2021
PI605779E,13.3,oil,2021
PI605789C,16.9,oil,2021
PI605817A,17.9,oil,2021
PI605840G,17.5,oil,2021
PI605842A,16.2,oil,2021
PI605848,17.2,oil,2021
PI605859B,14.8,oil,2021
PI605877E,16.95,oil,2021
PI605882A,16.3,oil,2021
PI605896C,16.6,oil,2021
PI605897A,17.2,oil,2021
PI606377,17.6,oil,2021
PI606382B,17.4,oil,2021
PI606431,13.7,oil,2021
PI608726,20.3,oil,2021
PI60970,18.4,oil,2021
PI610670,20.55,oil,2021
PI612157,20,oil,2021
PI612612B,19,oil,2021
PI612707B,19.6,oil,2021
PI612737,19.15,oil,2021
PI612763,20.75,oil,2021
PI614153,18.2,oil,2021
PI615556,20.1,oil,2021
PI617041,18.9,oil,2021
PI62202-2,18.8,oil,2021
PI628893,20,oil,2021
PI628911,20.6,oil,2021
PI628933,18.1,oil,2021
PI632431,18.1,oil,2021
PI633609,20,oil,2021
PI634877,19.8,oil,2021
PI68465,22,oil,2021
PI68479,21.25,oil,2021
PI68523,19.25,oil,2021
PI68526,22.7,oil,2021
PI68533-2,18.95,oil,2021
PI68543,21.7,oil,2021
PI68621,19.1,oil,2021
PI68655,21.7,oil,2021
PI68728,19.4,oil,2021
PI68729,18.7,oil,2021
PI68732-1,20.2,oil,2021
PI68765,19.9,oil,2021
PI69993,20.2,oil,2021
PI70456,21.5,oil,2021
PI70457,22.2,oil,2021
PI70459,22.3,oil,2021
PI70466-4,21.5,oil,2021
PI71465,20.55,oil,2021
PI78243,20.9,oil,2021
PI79593,17.9,oil,2021
PI79613,22.2,oil,2021
PI79616,19.1,oil,2021
PI79694,15,oil,2021
PI79699,18.3,oil,2021
PI79727,15.9,oil,2021
PI79846,21.2,oil,2021
PI79870-2,20.4,oil,2021
PI79885,22.75,oil,2021
PI80481,19.9,oil,2021
PI80536,20.4,oil,2021
PI81035,20,oil,2021
PI81037-2,20.8,oil,2021
PI81044-2,18.9,oil,2021
PI82246,18.4,oil,2021
PI82286,17.45,oil,2021
PI82291,16.7,oil,2021
PI82532,15.05,oil,2021
PI83836,20.2,oil,2021
PI83874,19.4,oil,2021
PI84666,19.5,oil,2021
PI84671,18.5,oil,2021
PI84686,19.7,oil,2021
PI84807,20.1,oil,2021
PI85009-1,17.9,oil,2021
PI85014,17.15,oil,2021
PI85089,19.8,oil,2021
PI85355,19.8,oil,2021
PI85441,18.9,oil,2021
PI85550,19.7,oil,2021
PI85626,18.6,oil,2021
PI85666,20.3,oil,2021
PI85668,20,oil,2021
PI86031,21.3,oil,2021
PI86060,18.2,oil,2021
PI86063,20.8,oil,2021
PI86075,19.6,oil,2021
PI86102,20,oil,2021
PI86137-1,19.5,oil,2021
PI86138R,18.3,oil,2021
PI86144,19.1,oil,2021
PI86425,16.7,oil,2021
PI86443,19.7,oil,2021
PI86463,17,oil,2021
PI86482,16.4,oil,2021
PI86740,18.6,oil,2021
PI86741,19.8,oil,2021
PI86876,18.6,oil,2021
PI86982,19.95,oil,2021
PI87005,18.5,oil,2021
PI87026,18.05,oil,2021
PI87037,19.85,oil,2021
PI87615,19.5,oil,2021
PI87623,18.6,oil,2021
PI88301,20.8,oil,2021
PI88308,20.55,oil,2021
PI88350,23,oil,2021
PI88358,21.35,oil,2021
PI88448,20.8,oil,2021
PI88799,21,oil,2021
PI89053,22,oil,2021
PI89064,20.3,oil,2021
PI89074,18.7,oil,2021
PI89469,18.8,oil,2021
PI90245,19,oil,2021
PI90354,18.5,oil,2021
PI90567,21,oil,2021
PI90578,21.5,oil,2021
PI91108N,19.6,oil,2021
PI91119,19.9,oil,2021
PI91124,21.75,oil,2021
PI91153-7,18.6,oil,2021
PI91732-1,19.5,oil,2021
PI92569,18.8,oil,2021
PI92582,21,oil,2021
PI92593,22,oil,2021
PI92600,22.6,oil,2021
PI92606,19.2,oil,2021
PI92607,21.9,oil,2021
PI92617,22.5,oil,2021
PI92625,20.9,oil,2021
PI92627,22.2,oil,2021
PI92642,21.1,oil,2021
PI92660,20.6,oil,2021
PI92683,21.2,oil,2021
PI92688,21.1,oil,2021
PI92690,18.8,oil,2021
PI92706,19.2,oil,2021
PI92748,20.1,oil,2021
PI93565,21.5,oil,2021
PI94159,15.7,oil,2021
PI95801,20.35,oil,2021
PI95853,18.5,oil,2021
PI95887,18.4,oil,2021
PI96188,21.3,oil,2021
PI96199,20.5,oil,2021
PI96280,19.4,oil,2021
PI97081,19,oil,2021
PI587848,31.7,protein,2020
PI548193,32.5,protein,2020
PI507429,33.1,protein,2020
PI612725,34.5,protein,2020
PI91559,34.8,protein,2020
PI70453,35.1,protein,2020
PI70456,35.1,protein,2020
PI587846A,35.1,protein,2020
PI583364,35.2,protein,2020
PI602452,35.2,protein,2020
PI68788,35.3,protein,2020
PI599299,35.3,protein,2020
PI86021,35.4,protein,2020
PI483462A,35.5,protein,2020
PI592907A,35.5,protein,2020
PI608438,35.5,protein,2020
PI70457,35.6,protein,2020
PI92705,35.6,protein,2020
PI79862-1,35.6,protein,2020
PI88479,35.7,protein,2020
PI91171,35.7,protein,2020
PI92583,35.7,protein,2020
PI548490,35.7,protein,2020
PI70021,35.8,protein,2020
PI86089,35.8,protein,2020
PI92589,35.8,protein,2020
PI79848,35.9,protein,2020
PI184045,35.9,protein,2020
PI79745,36,protein,2020
PI592958,36,protein,2020
PI88352,36.1,protein,2020
PI92598,36.1,protein,2020
PI92607,36.1,protein,2020
PI92611,36.1,protein,2020
PI536637,36.1,protein,2020
PI266085A,36.1,protein,2020
PI70241,36.2,protein,2020
PI70478,36.2,protein,2020
PI92603,36.2,protein,2020
PI92627,36.2,protein,2020
PI153311,36.2,protein,2020
PI518676,36.2,protein,2020
PI612724,36.2,protein,2020
PI70503,36.3,protein,2020
PI79747,36.3,protein,2020
PI92563,36.3,protein,2020
PI79885,36.4,protein,2020
PI88803,36.4,protein,2020
PI92734,36.4,protein,2020
PI70463,36.5,protein,2020
PI88298,36.5,protein,2020
PI88357,36.5,protein,2020
PI92630,36.5,protein,2020
PI483463,36.5,protein,2020
PI612723,36.5,protein,2020
PI70459,36.6,protein,2020
PI153242,36.6,protein,2020
PI597430B,36.6,protein,2020
PI612722,36.6,protein,2020
PI73583,36.7,protein,2020
PI88777,36.7,protein,2020
PI92639,36.7,protein,2020
PI253650A,36.7,protein,2020
PI253653D,36.7,protein,2020
PI253658B,36.7,protein,2020
PI79703,36.8,protein,2020
PI88468,36.8,protein,2020
PI91115,36.8,protein,2020
PI153227,36.8,protein,2020
PI184043,36.8,protein,2020
PI507430,36.8,protein,2020
PI81029N,36.8,protein,2020
PI83945-3,36.8,protein,2020
PI266806B,36.8,protein,2020
PI438446A,36.8,protein,2020
PI612735,36.8,protein,2020
PI614833,36.8,protein,2020
PI54873,36.9,protein,2020
PI69507,36.9,protein,2020
PI69991,36.9,protein,2020
PI70089,36.9,protein,2020
PI86454,36.9,protein,2020
PI89059,36.9,protein,2020
PI89154,36.9,protein,2020
PI92109,36.9,protein,2020
PI153255,36.9,protein,2020
PI153279,36.9,protein,2020
PI153280,36.9,protein,2020
PI189890,36.9,protein,2020
PI227324,36.9,protein,2020
